Title,US Gross,US Gross Normz,Worldwide Gross,Worldwide Gross Normz,US DVD Sales,US DVD Sales Normz,MPAA Rating,MPAA Rating Quant,MPAA Rating Normz,Running Time (min),Running Time Normz,Distributor,Distributor Quant,Distributro Normz,Source, Source Quant,Source Normz,Major Genre,Major Genre Quant,Major Genre Normz,Rotten Tomatoes Rating,RT Rating Normz,IMDB Rating,IMDB Rating Normz,IMDB Votes,IMDB Votes Normz
The Matrix Revolutions,139259759,0.183195659,424259759,0.153278913,0,0,R,7,0.857142857,129,0.471590909,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Action,1,0,37,0.363636364,6.5,0.653846154,123347,0.237415334
Dances with Wolves,184208842,0.242326178,424200000,0.153257323,0,0,,8,1,108,0.352272727,Orion Pictures,91,0.559006211,Based on Book/Short Story,1,0,Western,12,0.916666667,76,0.757575758,8,0.846153846,71399,0.137427075
The Chronicles of Narnia: Prince Caspian,141621490,0.186302516,419490286,0.15155577,77773230,0.220581931,PG,5,0.571428571,108,0.352272727,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Adventure,2,0.083333333,67,0.666666667,6.9,0.705128205,46608,0.089709956
The Mummy,155385488,0.204409056,416385488,0.15043405,0,0,PG-13,6,0.714285714,124,0.443181818,Universal,141,0.869565217,Remake,16,0.833333333,Adventure,2,0.083333333,54,0.535353535,6.8,0.692307692,95658,0.184120214
Sex and the City,152647258,0.200806914,416047258,0.150311852,85061666,0.241253533,R,7,0.857142857,108,0.352272727,Warner Bros.,150,0.925465839,Based on TV,11,0.555555556,Comedy,4,0.25,49,0.484848485,5.4,0.512820513,46837,0.090150729
Night at the Museum: Battle of the Smithsonian,177243721,0.233163562,413054631,0.149230659,48547729,0.137692003,PG,5,0.571428571,104,0.329545455,20th Century Fox,1,0,Based on Book/Short Story,1,0,Comedy,4,0.25,54,0.535353535,5.9,0.576923077,25631,0.049333931
Rain Man,172825435,0.227351306,412800000,0.149138664,0,0,,8,1,108,0.352272727,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Comedy,4,0.25,87,0.868686869,8,0.846153846,106163,0.204339985
Batman,251188924,0.330438477,411348924,0.148614411,0,0,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Based on Comic/Graphic Novel,2,0.055555556,Action,1,0,71,0.707070707,7.6,0.794871795,111464,0.214543222
Signs,227965690,0.299888313,408265690,0.147500482,0,0,PG-13,6,0.714285714,106,0.340909091,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,74,0.737373737,6.9,0.705128205,111561,0.214729925
X2,214949694,0.28276577,407711549,0.147300278,0,0,PG-13,6,0.714285714,133,0.494318182,20th Century Fox,1,0,Based on Comic/Graphic Novel,2,0.055555556,Action,1,0,54,0.535353535,7.8,0.820512821,112320,0.21619083
Beauty and the Beast,171340294,0.225397603,403476931,0.145770371,0,0,G,1,0,108,0.352272727,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Musical,9,0.666666667,93,0.929292929,3.4,0.256410256,354,0.000681371
The Exorcist,204632868,0.269193985,402500000,0.145417419,0,0,R,7,0.857142857,108,0.352272727,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Horror,8,0.583333333,84,0.838383838,8.1,0.858974359,103131,0.198504064
The Mummy: Tomb of the Dragon Emperor,102491776,0.134827377,397912118,0.143759882,43147886,0.122376864,PG-13,6,0.714285714,111,0.369318182,Universal,141,0.869565217,Remake,16,0.833333333,Adventure,2,0.083333333,13,0.121212121,5.1,0.474358974,41570,0.080012934
Mission: Impossible III,133501348,0.175620469,397501348,0.143611477,49824367,0.141312828,PG-13,6,0.714285714,108,0.352272727,Paramount Pictures,96,0.590062112,Based on TV,11,0.555555556,Action,1,0,70,0.696969697,6.9,0.705128205,74174,0.142768328
Twilight,192769854,0.25358819,396439854,0.143227974,193591463,0.549067831,PG-13,6,0.714285714,120,0.420454545,Summit Entertainment,128,0.788819876,Based on Book/Short Story,1,0,Drama,7,0.5,50,0.494949495,6.1,0.602564103,4840,0.009315915
Superman Returns,200120000,0.263257307,391120000,0.141305986,81580739,0.231380861,PG-13,6,0.714285714,157,0.630681818,Warner Bros.,150,0.925465839,Based on Comic/Graphic Novel,2,0.055555556,Adventure,2,0.083333333,76,0.757575758,6.6,0.666666667,102751,0.197772649
Gone with the Wind,198680470,0.261363605,390525192,0.14109109,0,0,G,1,0,222,1,MGM,80,0.49068323,Based on Book/Short Story,1,0,Drama,7,0.5,97,0.96969697,8.2,0.871794872,78947,0.151955284
Robin Hood: Prince of Thieves,165493908,0.217706682,390500000,0.141081989,0,0,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Traditional/Legend/Fairytale,18,0.944444444,Adventure,2,0.083333333,56,0.555555556,6.7,0.679487179,54480,0.104861791
Raiders of the Lost Ark,245034358,0.322342146,386800358,0.13974536,19608618,0.05561434,PG,5,0.571428571,108,0.352272727,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,54,0.535353535,8.7,0.935897436,242661,0.467068047
Star Trek,257730019,0.339043288,385680447,0.139340752,98317480,0.278849928,PG-13,6,0.714285714,108,0.352272727,Paramount Pictures,96,0.590062112,Based on TV,11,0.555555556,Adventure,2,0.083333333,94,0.939393939,8.2,0.871794872,134187,0.258279905
Happy Feet,198000317,0.260468864,385000317,0.139095031,203263968,0.576501175,PG,5,0.571428571,108,0.352272727,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,74,0.737373737,6.7,0.679487179,42369,0.08155083
Live Free or Die Hard,134529403,0.176972875,383531464,0.138564355,100774964,0.285819891,PG-13,6,0.714285714,128,0.465909091,20th Century Fox,1,0,Based on Book/Short Story,1,0,Action,1,0,82,0.818181818,7.5,0.782051282,130559,0.251296818
Ice Age,176387405,0.232037078,383257136,0.138465244,0,0,PG,5,0.571428571,81,0.198863636,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,77,0.767676768,7.4,0.769230769,75552,0.145420669
Monsters vs. Aliens,198351526,0.260930879,381687380,0.137898113,83851943,0.237822493,PG,5,0.571428571,95,0.278409091,Paramount Pictures,96,0.590062112,Based on Comic/Graphic Novel,2,0.055555556,Adventure,2,0.083333333,72,0.717171717,6.8,0.692307692,26582,0.051164393
Back to the Future,210609762,0.277056589,381109762,0.137689428,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,96,0.95959596,8.4,0.897435897,201598,0.388030973
Godzilla,136314294,0.1793209,376000000,0.135843343,0,0,PG-13,6,0.714285714,139,0.528409091,Sony Pictures,121,0.745341615,Remake,16,0.833333333,Action,1,0,25,0.242424242,4.8,0.435897436,59455,0.114437552
X-Men Origins: Wolverine,179883157,0.23663574,374825760,0.135419107,73930122,0.209682034,PG-13,6,0.714285714,108,0.352272727,20th Century Fox,1,0,Spin-Off,17,0.888888889,Action,1,0,54,0.535353535,6.7,0.679487179,79499,0.15301776
Batman Begins,205343774,0.270129182,372353017,0.13452574,0,0,PG-13,6,0.714285714,140,0.534090909,Warner Bros.,150,0.925465839,Based on Comic/Graphic Novel,2,0.055555556,Action,1,0,84,0.838383838,8.3,0.884615385,270641,0.520923277
His Dark Materials: The Golden Compass,70107728,0.092226161,372234864,0.134483053,41772382,0.118475633,PG-13,6,0.714285714,108,0.352272727,New Line,86,0.527950311,Based on Book/Short Story,1,0,Adventure,2,0.083333333,54,0.535353535,6.3,0.628205128,0,0
What Women Want,182805123,0.240479586,372100000,0.134434328,0,0,PG-13,6,0.714285714,127,0.460227273,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,53,0.525252525,6.3,0.628205128,54525,0.104948406
Terminator Salvation: The Future Begins,125322469,0.164861154,371628539,0.134263996,28434778,0.080647264,PG-13,6,0.714285714,116,0.397727273,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Action,1,0,54,0.535353535,6.3,0.628205128,0,0
The Fugitive,183875760,0.241888009,368900000,0.133278213,0,0,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Based on TV,11,0.555555556,Thriller/Suspense,11,0.833333333,94,0.939393939,7.8,0.820512821,96914,0.186537732
My Big Fat Greek Wedding,241438208,0.31761141,368744044,0.133221869,0,0,PG,5,0.571428571,95,0.278409091,IFC Films,61,0.372670807,Based on Play,7,0.333333333,Romantic Comedy,10,0.75,75,0.747474747,6.6,0.666666667,46548,0.089594469
Shark Tale,160861908,0.211613286,367275019,0.132691131,0,0,PG,5,0.571428571,90,0.25,Dreamworks SKG,30,0.180124224,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,35,0.343434343,5.9,0.576923077,40019,0.077027607
Hitch,177784257,0.233874637,366784257,0.132513825,0,0,PG-13,6,0.714285714,113,0.380681818,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,69,0.686868687,5.7,0.551282051,89,0.000171305
Jurassic Park 3,181166115,0.238323471,365900000,0.132194356,0,0,PG-13,6,0.714285714,92,0.261363636,Universal,141,0.869565217,Based on Book/Short Story,1,0,Action,1,0,54,0.535353535,7.9,0.833333333,151365,0.291343705
True Lies,146282411,0.192433958,365300000,0.131977584,0,0,R,7,0.857142857,108,0.352272727,20th Century Fox,1,0,Remake,16,0.833333333,Action,1,0,69,0.686868687,7.2,0.743589744,80581,0.155100367
Slumdog Millionaire,141319928,0.185905811,365257315,0.131962163,31952272,0.090623648,R,7,0.857142857,116,0.397727273,Fox Searchlight,45,0.273291925,Original Screenplay,15,0.777777778,Drama,7,0.5,94,0.939393939,8.3,0.884615385,176325,0.339386112
Die Hard: With a Vengeance,100012499,0.131565888,364480746,0.131681599,0,0,R,7,0.857142857,108,0.352272727,20th Century Fox,1,0,Based on Book/Short Story,1,0,Action,1,0,54,0.535353535,7.4,0.769230769,87437,0.168296631
Notting Hill,116089678,0.152715417,363728226,0.131409724,0,0,PG-13,6,0.714285714,123,0.4375,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,82,0.818181818,6.9,0.705128205,66362,0.127731979
Ocean's Twelve,125531634,0.16513631,363531634,0.131338698,0,0,PG-13,6,0.714285714,125,0.448863636,Warner Bros.,150,0.925465839,Remake,16,0.833333333,Adventure,2,0.083333333,55,0.545454545,6,0.58974359,89861,0.172962288
A Bug's Life,162798565,0.214160959,363109485,0.131186182,0,0,G,1,0,96,0.284090909,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,91,0.909090909,7.3,0.756410256,56866,0.109454307
Planet of the Apes,180011740,0.236804891,362211740,0.130861839,0,0,PG-13,6,0.714285714,120,0.420454545,20th Century Fox,1,0,Remake,16,0.833333333,Adventure,2,0.083333333,44,0.434343434,5.5,0.525641026,72763,0.140052469
Toy Story,191796233,0.252307391,361948825,0.130766852,0,0,G,1,0,108,0.352272727,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,100,1,8.2,0.871794872,151143,0.290916405
The World is Not Enough,126930660,0.166976729,361730660,0.130688032,0,0,PG-13,6,0.714285714,125,0.448863636,MGM,80,0.49068323,Based on Book/Short Story,1,0,Action,1,0,51,0.505050505,6.3,0.628205128,59406,0.114343238
Alvin and the Chipmunks,217326974,0.285893082,360578644,0.130271825,137516182,0.39002604,PG,5,0.571428571,92,0.261363636,20th Century Fox,1,0,Based on TV,11,0.555555556,Comedy,4,0.25,27,0.262626263,5.5,0.525641026,19200,0.036955697
There's Something About Mary,176484651,0.232165005,360099999,0.130098897,0,0,R,7,0.857142857,119,0.414772727,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,83,0.828282828,7.2,0.743589744,96443,0.185631163
Home Alone 2: Lost in New York,173585516,0.228351193,358994850,0.129699622,0,0,PG,5,0.571428571,108,0.352272727,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Comedy,4,0.25,21,0.202020202,5.8,0.564102564,51408,0.09894888
Minority Report,132024714,0.173677957,358824714,0.129638155,0,0,PG-13,6,0.714285714,145,0.5625,20th Century Fox,1,0,Based on Book/Short Story,1,0,Action,1,0,91,0.909090909,7.7,0.807692308,135142,0.260118066
The Flintstones,130531208,0.17171325,358500000,0.12952084,0,0,PG,5,0.571428571,108,0.352272727,Universal,141,0.869565217,Based on TV,11,0.555555556,Comedy,4,0.25,20,0.191919192,4.6,0.41025641,26521,0.051046982
Goldeneye,106429941,0.140008033,356429941,0.128772957,0,0,PG-13,6,0.714285714,108,0.352272727,MGM,80,0.49068323,Based on Book/Short Story,1,0,Action,1,0,80,0.797979798,7.2,0.743589744,69199,0.133192568
American Beauty,130058047,0.171090807,356258047,0.128710854,0,0,R,7,0.857142857,118,0.409090909,Dreamworks SKG,30,0.180124224,Original Screenplay,15,0.777777778,Drama,7,0.5,89,0.888888889,8.6,0.923076923,292562,0.563116289
Dinosaur,137748063,0.181207023,356148063,0.128671118,0,0,PG,5,0.571428571,82,0.204545455,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,65,0.646464646,6.2,0.615384615,13962,0.026873721
Top Gun,176786701,0.232562352,353786701,0.127817991,0,0,,8,1,108,0.352272727,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Action,1,0,45,0.444444444,6.5,0.653846154,80013,0.154007095
Who Framed Roger Rabbit?,154112492,0.202734429,351500000,0.126991839,0,0,,8,1,108,0.352272727,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Comedy,4,0.25,98,0.97979798,7.6,0.794871795,53541,0.103054427
Catch Me if You Can,164606800,0.216539692,351106800,0.126849781,0,0,PG-13,6,0.714285714,141,0.539772727,Dreamworks SKG,30,0.180124224,Based on Book/Short Story,1,0,Drama,7,0.5,96,0.95959596,5.7,0.551282051,224,0.00043115
The Karate Kid,176591618,0.23230572,350591618,0.126663653,0,0,PG,5,0.571428571,140,0.534090909,Sony Pictures,121,0.745341615,Remake,16,0.833333333,Adventure,2,0.083333333,67,0.666666667,6.1,0.602564103,20039,0.038570584
Hannibal,165092266,0.217178322,350100280,0.12648614,0,0,R,7,0.857142857,131,0.482954545,MGM,80,0.49068323,Based on Book/Short Story,1,0,Horror,8,0.583333333,39,0.383838384,6.4,0.641025641,74862,0.144092574
Deep Impact,140464664,0.184780711,349464664,0.1262565,0,0,PG-13,6,0.714285714,120,0.420454545,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,47,0.464646465,6,0.58974359,54160,0.104245863
"I, Robot",144801023,0.190485192,348601023,0.125944479,0,0,PG-13,6,0.714285714,115,0.392045455,20th Century Fox,1,0,Based on Book/Short Story,1,0,Action,1,0,58,0.575757576,6.3,0.628205128,0,0
Rush Hour 2,226164286,0.297518566,347425832,0.125519899,0,0,PG-13,6,0.714285714,90,0.25,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Action,1,0,51,0.505050505,6.4,0.641025641,52049,0.100182661
National Treasure,173005002,0.227587527,347405002,0.125512374,0,0,PG,5,0.571428571,131,0.482954545,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,44,0.434343434,6.9,0.705128205,83989,0.161660004
Pocahontas,141579773,0.186247637,347100000,0.125402181,0,0,G,1,0,108,0.352272727,Walt Disney Pictures,148,0.913043478,Based on Real Life Events,8,0.388888889,Adventure,2,0.083333333,55,0.545454545,6,0.58974359,26690,0.051372269
How the Grinch Stole Christmas,260044825,0.342088415,345141403,0.124694567,0,0,PG,5,0.571428571,104,0.329545455,Universal,141,0.869565217,Based on Book/Short Story,1,0,Comedy,4,0.25,53,0.525252525,5.7,0.551282051,40310,0.077587717
The Mask,119920129,0.157754375,343900000,0.124246066,0,0,PG-13,6,0.714285714,108,0.352272727,New Line,86,0.527950311,Based on Comic/Graphic Novel,2,0.055555556,Comedy,4,0.25,75,0.747474747,6.6,0.666666667,72981,0.140472071
Wanted,134508551,0.176945445,340934768,0.123174769,71092823,0.201634832,R,7,0.857142857,110,0.363636364,Universal,141,0.869565217,Based on Comic/Graphic Novel,2,0.055555556,Action,1,0,71,0.707070707,6.4,0.641025641,1089,0.002096081
Enchanted,127706877,0.167997842,340384141,0.122975836,87698079,0.248730978,PG,5,0.571428571,108,0.352272727,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,92,0.919191919,7.5,0.782051282,55697,0.107204244
Tomorrow Never Dies,125304276,0.164837221,339504276,0.122657953,0,0,PG-13,6,0.714285714,119,0.414772727,MGM,80,0.49068323,Based on Book/Short Story,1,0,Action,1,0,55,0.545454545,6.4,0.641025641,46650,0.089790796
Close Encounters of the Third Kind,166000000,0.218372446,337700000,0.122006093,0,0,,8,1,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,95,0.949494949,7.8,0.820512821,59049,0.113656093
Batman Forever,184031112,0.242092374,336529144,0.12158308,0,0,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Action,1,0,43,0.424242424,5.4,0.512820513,76218,0.14670257
The Rock,134069511,0.176367888,336069511,0.121417021,0,0,R,7,0.857142857,136,0.511363636,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Action,1,0,66,0.656565657,7.2,0.743589744,108324,0.208499425
Prince of Persia: Sands of Time,90755643,0.119388493,335055643,0.121050724,0,0,PG-13,6,0.714285714,103,0.323863636,Walt Disney Pictures,148,0.913043478,Based on Game,4,0.166666667,Action,1,0,54,0.535353535,6.3,0.628205128,0,0
X-Men,157299717,0.206927224,334627820,0.120896158,0,0,PG-13,6,0.714285714,104,0.329545455,20th Century Fox,1,0,Based on Comic/Graphic Novel,2,0.055555556,Action,1,0,82,0.818181818,7.4,0.769230769,120706,0.232332001
Apollo 13,172070496,0.226358184,334100000,0.120705464,0,0,PG,5,0.571428571,108,0.352272727,Universal,141,0.869565217,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,7.5,0.782051282,87605,0.168619993
Despicable Me,244885070,0.322145757,333572855,0.120515014,0,0,PG,5,0.571428571,95,0.278409091,Universal,141,0.869565217,,19,1,Comedy,4,0.25,80,0.797979798,7.7,0.807692308,10529,0.020265966
Indiana Jones and the Temple of Doom,179880271,0.236631943,333080271,0.12033705,18998388,0.053883593,,8,1,108,0.352272727,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,85,0.848484848,7.5,0.782051282,110761,0.213190104
Back to the Future Part II,118450002,0.155820423,332000000,0.119946764,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,64,0.636363636,7.5,0.782051282,87341,0.168111853
Fantastic Four,154696080,0.203502139,330579719,0.119433636,4702358,0.013336918,PG-13,6,0.714285714,123,0.4375,20th Century Fox,1,0,Based on Comic/Graphic Novel,2,0.055555556,Action,1,0,27,0.262626263,5.7,0.551282051,71675,0.137958313
The Curious Case of Benjamin Button,127509326,0.167737964,329809326,0.119155304,42850598,0.12153369,PG-13,6,0.714285714,167,0.6875,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Drama,7,0.5,72,0.717171717,8,0.846153846,137120,0.263925273
The Perfect Storm,182618434,0.240233997,328711434,0.118758651,0,0,PG-13,6,0.714285714,130,0.477272727,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Drama,7,0.5,47,0.464646465,6.2,0.615384615,55716,0.107240814
Se7en,100125643,0.131714729,328125643,0.118547013,0,0,R,7,0.857142857,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,54,0.535353535,8.7,0.935897436,278918,0.536854647
Crocodile Dundee,174803506,0.229953459,328000000,0.11850162,0,0,,8,1,108,0.352272727,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Comedy,4,0.25,88,0.878787879,6.5,0.653846154,27277,0.052502112
The Devil Wears Prada,124740460,0.164095521,326551094,0.117978151,95856827,0.271870976,PG-13,6,0.714285714,108,0.352272727,20th Century Fox,1,0,Based on Book/Short Story,1,0,Comedy,4,0.25,75,0.747474747,6.8,0.692307692,66627,0.128242044
The Hunchback of Notre Dame,100138851,0.131732104,325500000,0.117598405,0,0,G,1,0,86,0.227272727,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Adventure,2,0.083333333,73,0.727272727,6.5,0.653846154,19479,0.03749271
